XML_ID;NAME;ID;PROP_PET_BIRTHDAY;PROP_PET_CATEGORY;PROP_PET_SEX;PROP_USER_ID;PROP_PET_BREED;PROP_PET_BREED_OTHER;PROP_PET_PHOTO
14334221;Кузя;14334221;25.08.2012;10672;10890412;2256313;10962973;;/upload/iblock/ef8/ef846589cf875a886c41135cedf9418b.jpg
14334221;Кузя;14334221;25.08.2012;10672;10890412;2256313;10962973;;/upload/iblock/14b/14b5ae8d112d528b73a19e6d8cf47d9f.jpg
14334241;Зинаида Петровна;14334241;01.10.2017;10672;10890418;2256313;10962973;;/upload/iblock/f49/f4932cc8a0ba2a068117f23edaf09c1b.jpg
14334241;Зинаида Петровна;14334241;01.10.2017;10672;10890418;2256313;10962973;;/upload/iblock/cf8/cf87afd24e2ad340ea3e6a65018e5e1d.jpg
14334241;Зинаида Петровна;14334241;01.10.2017;10672;10890418;2256313;10962973;;/upload/iblock/726/7262d00f394abeaf89538715f93fcf75.jpg
14335753;Алиса;14335753;01.08.2016;10672;10890418;1619337;10963015;;
14335865;Соня;14335865;01.08.2013;10672;10890418;1619337;10963021;;
14337289;Мелания ;14337289;03.09.2017;10666;10890418;3133373;10962922;;/upload/iblock/a67/a6743f58937d8df8c4d0f5770e5b97fd.jpg
14337509;Шулви Розан Зоран 1;14337509;15.05.2014;10687;10890412;1377399;10963312;;
14337537;Пух;14337537;20.08.2008;10672;10890412;1377399;10963036;;
14339733;Маркиз;14339733;08.08.2017;10672;10890412;521294;10962973;;/upload/iblock/209/20948d090ae5f7e37cda99dcf7efa22a.jpg
14340497;Макс;14340497;01.05.2013;10672;10890412;50252;10962973;;
14340893;Tony;14340893;;10666;10890412;3145313;10962940;;
14341137;Твикс ;14341137;08.07.2016;10672;10890412;488960;10962976;;/upload/iblock/56a/56ae71a6a85429fefad25d350d0d8a60.jpg
14346785;Джессика;14346785;05.09.2017;10687;10890418;3145637;11142;Американская акита;/upload/iblock/616/61658d77bbc249be27bdd279d4851653.jpg
14346841;Бусинка;14346841;20.04.2013;10672;10890418;3145641;10962973;;/upload/iblock/158/158c22a42e02d9c3b9870d1314498123.jpg
14346897;Мася;14346897;22.12.2015;10672;10890418;3145637;10963048;;/upload/iblock/364/364d16235237cf53d780cea5568c72e1.jpg
14347197;ричи;14347197;23.09.2017;10687;10890412;2571253;10963114;;/upload/iblock/84a/84a8f9baf68e5614c892774d8493fa95.jpg
14348805;Бакси;14348805;;10666;10890418;3145725;10962922;;
14349209;Руфус;14349209;15.06.2015;10681;10890412;3145617;;Хорек;/upload/iblock/223/223941caa0d1136d52c5a870da65a509.jpg
14349477;Руди;14349477;03.07.2017;10681;10890412;3145617;11142;Хорек;/upload/iblock/3de/3de91d019df8ef741cd7d669de9e6ae3.jpg
14350213;Neo;14350213;;10702;10890412;2980561;10963378;;/upload/iblock/ca8/ca815589b1e489a3bd4025d653e9e63e.jpg
14352745;рокки;14352745;08.01.2008;10672;10890412;16724;10962943;;/upload/iblock/15d/15d5fdede31ce84b3eadccff850c92d6.jpg
14352825;Швондер ;14352825;08.03.2017;10672;10890412;16724;10962994;;/upload/iblock/a08/a08350444efaa00535f864f437a66609.jpg
14352861;Тимофей;14352861;09.06.2012;10687;10890412;16724;10963120;;/upload/iblock/62c/62c22dcc3af1844467abab980320c9c3.jpg
14353029;ПлатонШмякДракон ;14353029;16.01.2018;10666;10890412;16724;10962925;;/upload/iblock/82e/82ee4294ab54c897077fbaed093f3a7d.jpg
14354309;Кеша Чубчик;14354309;09.01.2015;10693;10890412;284526;10963357;;/upload/iblock/b11/b11330b728f097060a4ee8fd34c41ac8.JPG
14360953;Соня ;14360953;24.07.2011;10672;10890418;2023684;10963048;;/upload/iblock/1a1/1a1e7d2fdcbb301d25e7285be20363d2.jpg
14360969;Николь ;14360969;12.10.2015;10672;10890418;2023684;10962943;;/upload/iblock/7ca/7ca36e1cf7522824ca86d33dbd81d16d.jpg
14360989;Майя;14360989;12.04.2016;10687;10890418;2023684;10963207;;/upload/iblock/074/074e4bd3bfa539e36be13b850e121ca8.jpg
14363921;Санса;14363921;03.09.2017;10672;10890418;2596779;10963015;;
14368889;Шурик;14368889;;10672;10890412;3146421;10962973;;
14369885;Бани;14369885;;10666;10890412;553487;10962922;;
14370369;Муна;14370369;09.10.2017;10672;10890418;3146829;10962985;;/upload/iblock/ce7/ce7f87f81a97c073ef8a2f71577291c9.jpg
14371161;Хаста;14371161;14.09.2014;10687;10890418;2795551;10963114;;
14371977;Семён;14371977;07.07.2014;10672;10890412;131695;10962994;;/upload/iblock/5ed/5ed0a924ecb16e43793ecbc36d163a49.jpg
14375289;мила;14375289;03.11.2017;10672;10890418;3145785;10962979;;
14376345;Достоевский;14376345;20.07.2017;10672;10890412;3036385;;;/upload/iblock/c9b/c9bfe4a2e4ff1fb7842696d6f700de19.jpg
14376345;Достоевский;14376345;20.07.2017;10672;10890412;3036385;;;/upload/iblock/d6d/d6dfc89e539686f7e06acb16261fc2a8.jpg
14379189;Фома ;14379189;05.11.2016;10687;10890412;1478346;10963288;;/upload/iblock/d39/d393824739fde01964cf4d4804728d45.jpg
14379189;Фома ;14379189;05.11.2016;10687;10890412;1478346;10963288;;/upload/iblock/f1f/f1fb398aadc980726a8de8488f545125.jpg
14379781;Анфиса;14379781;13.05.2013;10672;10890418;3148441;10963042;;
14383265;Уинстон Черчиль ;14383265;31.05.2010;10687;10890412;2936001;10963309;;
14383281;Соня;14383281;14.06.2012;10672;10890418;2105456;10962961;;/upload/iblock/224/224f872600572863c0966ed05fe52baa.jpg
14383341;Рокки ;14383341;;10687;10890412;2936001;10963141;;
14383377;Савелий;14383377;;10666;10890412;2105456;10962937;;/upload/iblock/47f/47fc5a5022a8a757f40bb3a6b5c3c795.JPG
14385321;Лорд;14385321;21.11.2017;10687;10890412;3149205;10963288;;
14386901;Шуша;14386901;08.10.2017;10666;10890418;3125289;10962925;;/upload/iblock/bc7/bc7421022105206952771c6b63a3ec04.jpg
14387085;Плюша ;14387085;02.10.2017;10666;10890418;3125289;10962925;;/upload/iblock/4d0/4d061767a8ee5da15ff3d5b4bbd7d58a.jpg
14387253;Вива;14387253;01.04.2009;10672;10890418;3125289;11142;Девон рекс;/upload/iblock/2cd/2cd255b8edce6f4c946c7f95c77526f0.jpg
14387453;Остин;14387453;08.11.2016;10681;10890412;3125289;;улитка;/upload/iblock/9a8/9a8cd82cc556603e94b88a9f2ec9180f.jpg
14387469;Мурзик;14387469;26.07.2012;10672;10890412;1183913;0;;
14387521;Сальвадор;14387521;07.05.2014;10687;10890412;1183913;0;;
14387553;Мила;14387553;15.12.2016;10672;10890418;1422885;10962961;;/upload/iblock/841/841e648c123b77a8dea54dc10693e13f.JPG
14387561;Беззубик;14387561;14.09.2017;10672;10890412;1183913;0;;
14387753;Соня;14387753;08.11.2016;10681;10890418;3125289;11142;улитка;/upload/iblock/2f0/2f0aa99bc8967357b86f90557e9c703e.jpg
14387841;Геннадий ;14387841;06.07.2016;10702;10890412;3125289;10963378;;/upload/iblock/3df/3df2bd0d60a0bc7e15771ae9f2f98b2b.jpg
14388193;Шуня;14388193;16.04.2017;10687;10890412;2535475;10963315;;
14388605;Ксюша ;14388605;17.10.2016;10672;10890418;2161818;10962973;;/upload/iblock/66f/66f2ce9640dd65251b99c650e46ccafe.jpg
14389709;Арчи;14389709;30.09.2017;10687;10890412;2678353;10963171;;/upload/iblock/bf2/bf21c0e509530d55f75717904d85dcd7.jpg
14390013;Мерседес;14390013;16.01.2008;10672;10890418;3150089;10962961;;
14391341;Ляля;14391341;;10687;10890418;3150365;10963207;;
14392321;Скай;14392321;20.05.2017;10687;10890412;3150485;10963252;;/upload/iblock/d8b/d8b1d7fc84c2392c699528bedfa577fb.jpg
14392505;Филя;14392505;09.08.2016;10672;10890412;3150485;10962973;;/upload/iblock/e08/e08837a7413b44f576478cac17049a34.jpg
14392625;Остап;14392625;02.11.2007;10672;10890412;3150485;11142;Сноу-шу;/upload/iblock/8a3/8a3553dce0128fd93ba2935949a6b6d9.jpg
14393897;Тобби;14393897;03.03.2014;10687;10890412;3150781;10963264;;
14398093;Зося;14398093;26.09.2017;10693;10890418;3151381;10963366;;
14398377;Слива;14398377;15.04.2017;10672;10890418;2670879;10962973;;
14399969;Тоша;14399969;25.09.2012;10672;10890412;148557;10963036;;/upload/iblock/df4/df441047ea2f8b9b4518cbcc7f587c7e.jpg
14400393;Муся;14400393;10.03.1998;10672;10890418;148557;10962973;;
14400441;Таймыр ;14400441;10.12.2014;10687;10890412;332570;10963270;;/upload/iblock/c8b/c8bea5af389050f7fd38022f631d7e13.jpg
14400445;Степа;14400445;;10687;10890412;292356;10963120;;/upload/iblock/999/9994aa3c3911f9710b7eae35437dff60.jpg
14400501;Баксик ;14400501;01.02.2012;10672;10890412;538693;10962973;;/upload/iblock/c5c/c5ce03b9bac1424654e6a2415258b387.jpg
14401325;Марсик;14401325;30.10.2017;10672;10890412;3151785;10962943;;
14401673;Вики Шер ;14401673;01.01.2015;10687;10890418;82916;11142;Малый Немецкий Шпиц ;/upload/iblock/84e/84e9e845a8166b8005d6b287b00fdfce.jpg
14402113;Боба;14402113;20.05.2017;10672;10890412;2115302;10963012;;
14402585;барон;14402585;03.11.2010;10672;10890412;3151977;10962985;;
14402773;Туся;14402773;12.03.2017;10672;10890418;1984388;10962985;;/upload/iblock/612/612e34afebb112a4b684f4893101611d.jpg
14402853;Чили ;14402853;;10666;10890418;1984388;10962940;;/upload/iblock/925/92533f1b26238b18222e7d072b38281c.jpg
14403085;Клайд;14403085;15.06.2016;10666;10890412;1984388;10962940;;/upload/iblock/5bb/5bb4d79d30bd20e6146281dd5e74953e.jpg
14403221;Зайка;14403221;17.07.2016;10672;10890418;2267025;10962994;;/upload/iblock/7fa/7fa8cb37b71dff7ece686dd813969f09.jpg
14403221;Зайка;14403221;17.07.2016;10672;10890418;2267025;10962994;;/upload/iblock/c0a/c0a121ed0ab6671d20c30f74626548f0.jpg
14403277;сугроб ;14403277;;10672;10890418;2188930;10962994;;
14405849;Бенедикт ;14405849;30.09.2017;10687;10890412;2782207;10963303;;/upload/iblock/070/070c2b9344b3ffc6fdc4d7a833a9a0f8.jpg
14405849;Бенедикт ;14405849;30.09.2017;10687;10890412;2782207;10963303;;/upload/iblock/328/328b404b6cf9e292afaec1a93acdcd3f.jpg
14405849;Бенедикт ;14405849;30.09.2017;10687;10890412;2782207;10963303;;/upload/iblock/7d0/7d045e9c8d9ceb8cf851509cb209f737.jpg
14405921;Ричард;14405921;;10693;10890412;2237685;11142;корелла;
14405929;Церцея;14405929;04.04.2017;10687;10890418;2782207;10963201;;/upload/iblock/8d1/8d17b8f7ebc8a04e0cb7b13f3cfa9cf7.jpg
14406009;Буся;14406009;;10687;10890412;2782207;10963222;;/upload/iblock/ea1/ea1a08493e17504cbdc1d3380ba0ce31.jpg
14406045;Люси;14406045;10.11.2017;10672;10890418;3152505;10962970;;/upload/iblock/9b4/9b440b9c405e0d8d3f1d3bb4b23ef8d5.jpg
14406873;Майк;14406873;;10687;10890412;492183;10963213;;
14407057;Дымок;14407057;;10672;10890412;3025385;10962994;;/upload/iblock/ae7/ae7671e53afba5c32dc30fcdbac9bcf7.jpg
14407413;Бастион;14407413;08.01.2017;10687;10890412;1645392;10963282;;/upload/iblock/4e4/4e4a6d931b50973abb0c2f53991765d5.jpg
14408597;Николетт;14408597;12.11.2014;10687;10890418;544791;10963114;;
14408641;Фанни;14408641;20.05.2017;10687;10890418;544791;10963114;;
14408681;Фенибут;14408681;06.02.2016;10672;10890412;544791;10963048;;
14409069;Пепперони;14409069;03.03.2012;10687;10890412;372288;10963288;;
14409193;Мелисс;14409193;20.08.2015;10672;10890412;372288;10962973;;/upload/iblock/5e3/5e37d74c9cca6126492e2eeb65cd5697.jpg
14409473;Гриша;14409473;17.05.2017;10672;10890412;2426669;10962973;;/upload/iblock/41b/41b831d50ce73bfcf06284939a4d5bfe.jpg
14409485;Уинстон Черчилль;14409485;09.05.2017;10666;10890412;1435164;10962922;;/upload/iblock/033/0334a2ffd5417c833498e93e60ab70b7.jpg
14409717;Сантик ;14409717;02.04.2013;10672;10890412;1435164;10963036;;/upload/iblock/03f/03f4f31f3d5688fd8c76d1ab735b9ef5.jpg
14410073;Бостон ;14410073;28.04.2016;10672;10890412;3104121;10962970;;/upload/iblock/8c7/8c738c855075e45bc3eb37e21645ee09.jpg
14410537;Арчибальд;14410537;15.03.2015;10687;10890412;2472511;10963234;;/upload/iblock/a2b/a2b3e0cc694d88f7f01a07a6b35311de.jpg
14410781;Джеси ;14410781;10.03.2015;10687;10890418;2472511;10963288;;
14412853;Мэгги;14412853;29.06.2016;10687;10890418;2638305;10963114;;/upload/iblock/f8c/f8cc393b65929f180d5b971317501623.jpg
14412853;Мэгги;14412853;29.06.2016;10687;10890418;2638305;10963114;;/upload/iblock/0f6/0f68c76c64c41af7e2188c0eba705381.jpg
14412853;Мэгги;14412853;29.06.2016;10687;10890418;2638305;10963114;;/upload/iblock/604/604935aecf955ddcbc9ca88ef83ec525.jpg
14413009;Белка;14413009;17.12.2016;10666;10890412;2638305;10962937;;/upload/iblock/c40/c4055fe96adcc09f4fcfcf631fa5a93a.jpg
14413009;Белка;14413009;17.12.2016;10666;10890412;2638305;10962937;;/upload/iblock/9d1/9d1a25eb21b5dac914f5ddfb455c3985.jpg
14413133;Стрелка;14413133;17.12.2016;10666;10890418;2638305;10962937;;/upload/iblock/cb9/cb9cfe34706c97be16fb339fe42dc3dd.jpg
14413133;Стрелка;14413133;17.12.2016;10666;10890418;2638305;10962937;;/upload/iblock/aa5/aa5c8084ea030becea1d002a242d97d4.jpg
14415157;Адар;14415157;26.08.2017;10687;10890412;1154910;11142;Курцхаар;/upload/iblock/a50/a50710260fceaf02a2483aadc3c6245c.jpg
14415157;Адар;14415157;26.08.2017;10687;10890412;1154910;11142;Курцхаар;/upload/iblock/f75/f7553986f35beb3c533f4b66d3b284fc.jpg
14415157;Адар;14415157;26.08.2017;10687;10890412;1154910;11142;Курцхаар;/upload/iblock/fa3/fa3311f491abde126be9196ea6fadd01.jpg
14418869;Intrique;14418869;08.02.2015;10672;10890412;517794;10963021;;
14419189;пума;14419189;23.02.2017;10672;10890418;313426;10963033;;/upload/iblock/99d/99d602ac89ea25cf6e07abcfbd1f5f74.jpg
14421509;Лиза;14421509;10.10.2001;10672;10890418;3154861;10962973;;
14421569;Барсик;14421569;30.07.2008;10672;10890412;3154861;10962973;;
14423417;Масяня;14423417;26.09.2015;10672;10890418;1181848;10963015;;
14423741;Йорик;14423741;13.02.2013;10687;10890412;19970;10963120;;
14423805;Тиша;14423805;;10672;10890412;220806;10962961;;
14423861;Чики (Батончик);14423861;;10666;10890412;220806;10962928;;
14424461;Армани;14424461;15.05.2011;10672;10890412;77300;10962961;;/upload/iblock/cb5/cb5d8617d461b81081f868b9ca539b93.jpg
14425101;Муся;14425101;25.11.2017;10672;10890418;3150653;10962973;;
14425313;Диана де Лорес;14425313;05.04.2006;10672;10890418;522;10962943;;
14425437;Грей;14425437;19.09.2011;10687;10890412;522;10963336;;
14426733;Виста;14426733;17.07.2009;10666;10890418;3155081;10962940;;
14427541;Тоша;14427541;02.05.2017;10672;10890412;3155105;10962994;;/upload/iblock/70d/70d01751948eaa0389a7174d186e75b6.jpg
14427613;Барсик;14427613;21.09.2015;10672;10890412;3155105;10962994;;/upload/iblock/020/02068b620c367e06e65ecbef0bb62115.jpg
14428789;Пряник ;14428789;25.10.2017;10666;10890412;110153;10962937;;/upload/iblock/825/825fa0e1c004cfe4db654176a94b9e6d.jpg
14428797;Эмма;14428797;23.02.2013;10687;10890418;3115209;10963264;;/upload/iblock/bc8/bc8275fdc0e7e5c57fb69dbfec1c9f35.jpg
14428877;Клеопатра;14428877;18.05.2011;10672;10890418;3115209;10962943;;/upload/iblock/175/1751363c7addb3121371a88c982f7400.jpg
14428941;Имбирь;14428941;25.10.2017;10666;10890412;110153;10962937;;/upload/iblock/583/5832ccc86d9b8b4ea3285dccf8cd78a9.jpg
14428941;Имбирь;14428941;25.10.2017;10666;10890412;110153;10962937;;/upload/iblock/ad9/ad974635ee2a2eef1383d36bdb1b6da9.jpg
14429005;Тоша;14429005;;10672;10890412;3115209;10963036;;/upload/iblock/730/73055e8ef9ed37d0f61ad2ce9b78302a.jpg
14429197;Люся;14429197;;10672;10890418;3115209;10962973;;/upload/iblock/697/697ebfe13be1192a8af355844e5a5413.jpg
14429209;Тимоша;14429209;10.05.2017;10672;10890412;2022672;10962985;;/upload/iblock/00f/00f61064ec22f9f6cd3dd6321dd472c7.jpg
14429281;Рыжий;14429281;;10672;10890412;3115209;10962973;;/upload/iblock/ea4/ea4057cfe63e1629c31309399911b9fb.jpg
14430505;тоша;14430505;;10687;10890412;3154445;10963120;;
14430681;боня;14430681;;10687;10890418;3154445;10963309;;
14431737;Джокер;14431737;14.06.2017;10672;10890412;1181848;10963015;;
14432049;кекс ;14432049;05.04.2015;10672;10890412;291970;10962973;;/upload/iblock/341/341558d4be8c31437402400679888bdd.jpg
14432049;кекс ;14432049;05.04.2015;10672;10890412;291970;10962973;;/upload/iblock/d6f/d6fb712291f42f73bbbdb62a0a1d7705.jpg
14432101;Ева;14432101;04.06.2013;10672;10890418;291970;10962973;;/upload/iblock/dd7/dd72f60d0cee459e9ea32074c9ed42f0.jpg
14433501;Нафаня;14433501;18.10.2015;10681;10890412;264993;11142;Африканский ёж;/upload/iblock/fbc/fbcce2fb7fcb64d22c3ee8566a12592d.jpg
14433501;Нафаня;14433501;18.10.2015;10681;10890412;264993;11142;Африканский ёж;/upload/iblock/820/820fec5e807a90712f1f6d4a6e031592.jpg
14434669;гупяш ;14434669;;10702;10890412;3153429;10963378;;
14435805;Марсель;14435805;02.10.2017;10672;10890412;3096445;10963036;;/upload/iblock/b82/b82b6c2fb6e7b7b3b0237ccf761c42db.jpg
14436221;❤️Мотя❤️;14436221;01.08.2017;10672;10890418;3155333;10962985;;/upload/iblock/896/8967b40c327a3f92fa35b831315ab237.jpg
14436221;❤️Мотя❤️;14436221;01.08.2017;10672;10890418;3155333;10962985;;/upload/iblock/bc8/bc893239e79b7bdd7dbfdec2626f0b22.jpg
14440277;Фикалс;14440277;16.01.2016;10672;10890412;3155373;10963009;;
14440341;Мотя;14440341;23.10.2017;10687;10890412;3155373;10963156;;
14442193;Бусинка ;14442193;25.07.2016;10672;10890418;587264;10963039;;/upload/iblock/c3e/c3e72bc0678b4399eb1733ee16f17701.jpg
14442193;Бусинка ;14442193;25.07.2016;10672;10890418;587264;10963039;;/upload/iblock/b38/b389653f628e55e7924024e3c60651aa.jpg
14443489;Карла Гуджино;14443489;23.08.2017;10687;10890418;11393;10963339;;/upload/iblock/fe7/fe7b72363221b975bc63b934cc98a45c.jpeg
14443489;Карла Гуджино;14443489;23.08.2017;10687;10890418;11393;10963339;;/upload/iblock/b4d/b4df81a89bd7015db092e868c09265f7.jpg
14443585;Чубби Флаф;14443585;04.04.2006;10687;10890418;11393;10963339;;/upload/iblock/91f/91f95064e09c6a354b87d7632423c5e4.jpeg
14443585;Чубби Флаф;14443585;04.04.2006;10687;10890418;11393;10963339;;/upload/iblock/b90/b907ee991581b9bebe38cfd86e23b8f9.png
14447537;Richi;14447537;02.06.2017;10687;;480605;10963120;;
14447629;Гертруда;14447629;13.01.2017;10687;10890418;129007;10963186;;
14447677;Мартин;14447677;09.05.2015;10681;10890412;129007;10963087;;
14449305;Марс;14449305;12.12.2016;10687;10890412;1444857;10963270;;/upload/iblock/a59/a59c85219c0c11011fa423c3bfb3cfd0.jpg
14451289;Фокс;14451289;;10666;10890412;3154113;10962937;;
14451873;Бетховен;14451873;08.11.2016;10687;10890412;3152529;;метис;/upload/iblock/9e0/9e02354fd30a99e0f92112c6286b79e5.jpg
14451873;Бетховен;14451873;08.11.2016;10687;10890412;3152529;;метис;/upload/iblock/85d/85dc9909e5301b4562b9e1bc2e7ab2dd.jpg
14453617;Буся;14453617;01.04.2012;10672;10890418;3029301;10962994;;
14453701;Рыся;14453701;10.06.2017;10672;10890418;3029301;10962994;;
14457309;Луцик;14457309;20.03.2012;10672;10890412;2662227;12924409;;/upload/iblock/c95/c95a20a86f68b3be67fe5516779a0da2.jpg
14457897;СНЕЖКА;14457897;30.06.2017;10666;10890418;3091481;10962928;;/upload/iblock/153/1536da106a52301c335d7dc2918d471a.jpg
14458129;ПЕЧЕНЬКА;14458129;08.12.2017;10666;10890418;3091481;10962928;;/upload/iblock/c9f/c9fe49b6e7607fe994d003b782f5b325.jpg
14460785;Маркиз ;14460785;18.01.2012;10672;10890412;2230285;10963048;;/upload/iblock/873/873bd0a2c826e8037331a5d47e57ac90.jpg
14460785;Маркиз ;14460785;18.01.2012;10672;10890412;2230285;10963048;;/upload/iblock/e8d/e8d86374e66aec02ef1421109e6fe865.jpg
14460785;Маркиз ;14460785;18.01.2012;10672;10890412;2230285;10963048;;/upload/iblock/13d/13de42dbc42be2a0890858a64559ce28.jpg
14461777;Барсик;14461777;01.05.2015;10672;10890412;3157269;10962973;;/upload/iblock/11a/11af8e97bf8ef43de53ed74f4f56f8cb.JPG
14462925;Ричи;14462925;09.11.2017;10672;10890412;3157461;10963048;;
14463981;Бася;14463981;05.10.2016;10672;10890412;3157645;10962973;;/upload/iblock/715/71568f1800efed8b34060114adf11273.JPG
14464189;чёрный тигр ;14464189;16.01.2015;10672;10890412;73289;10963048;;
14464249;Россинанд ;14464249;06.12.2011;10687;10890412;2548147;10963336;;/upload/iblock/569/569e82384c5a29970a1634463a741510.jpg
14464249;Россинанд ;14464249;06.12.2011;10687;10890412;2548147;10963336;;/upload/iblock/22d/22daa1fc701efd211067d127873d4945.jpg
14464269;Алиса;14464269;15.07.2012;10672;10890418;2621119;10962973;;
14464413;Йеннифэр;14464413;22.02.2016;10687;10890418;372929;10963177;;/upload/iblock/1b8/1b81d759e3bc63693e13f8eedba2ee27.jpg
14465009;Tomas;14465009;11.05.2017;10687;10890412;3123321;10963339;;
14465901;Тося;14465901;18.05.2017;10672;10890412;3157841;10963048;;
14466085;Аки;14466085;23.02.2017;10687;10890418;3144713;10963138;;/upload/iblock/384/384431da1a4617b84247fd9eb6b038f4.jpg
14466933;Мик;14466933;21.07.2016;10672;10890412;3158061;0;;
14468685;Жак;14468685;19.08.2016;10687;10890412;1139216;10963303;;/upload/iblock/88e/88e4b78b4b1d8bd3717e6716c3ab8197.jpg
14468941;Максим;14468941;18.01.2013;10672;10890412;1139216;10962985;;/upload/iblock/f3e/f3e2dac866a326c65d768f417b05f427.jpg
14469165;Муся;14469165;18.04.2017;10672;10890418;3158409;10962997;;
14469261;Пушка;14469261;01.05.2015;10672;10890418;80200;10963036;;/upload/iblock/a25/a25cdd41cafad472d9bfc4a8ad108a49.jpg
14469261;Пушка;14469261;01.05.2015;10672;10890418;80200;10963036;;/upload/iblock/a55/a552ba4bf048624909bafbbaf6fd4181.jpg
14470217;Клёпа;14470217;;10687;10890418;3157129;0;;
14470241;Афродита;14470241;05.01.2015;10672;10890418;3157129;10962961;;
14473981;Кокс;14473981;04.03.2014;10672;10890412;;10962973;;/upload/iblock/667/6673a7a7c3365561ce16c15ab7de14cf.JPG
14473981;Кокс;14473981;04.03.2014;10672;10890412;;10962973;;/upload/iblock/964/964477d2246f2ceed2546947c642f396.JPG
14481845;Яра;14481845;28.03.2017;10687;10890418;1972790;10963318;;/upload/iblock/18f/18f0139b99f7f05fa4d7d74a891de8da.jpg
14482033;Маруся;14482033;27.07.2012;10672;10890418;1972790;10962973;;/upload/iblock/82a/82af2f30bfbdc49274fb0987d07215fe.jpg
14482257;Лютик;14482257;18.01.2016;10672;10890412;2662377;10962994;;
14484205;Сэнди ;14484205;21.07.2012;10687;10890418;2513951;10963339;;
14484749;барс ;14484749;25.05.2017;10672;10890412;2798272;10963036;;
14486061;бой;14486061;;10687;10890412;2638377;10963246;;
14487325;Бэтти;14487325;25.05.2015;10687;10890418;3117813;10963303;;
14487397;Китти;14487397;01.05.2010;10672;10890418;3117813;10962973;;
14487589;Фред ;14487589;25.07.2009;10687;10890412;2914213;10963231;;
14488541;Баксик;14488541;13.11.2013;10672;10890412;195659;10962985;;
14488853;Чуся;14488853;02.04.2015;10672;10890418;155598;10962973;;
14490777;Нюша;14490777;10.01.2009;10672;10890418;3161241;10962973;;
14492025;Сима;14492025;08.02.2017;10672;10890418;3161689;10963015;;/upload/iblock/757/7579ff39dfbf41b2199ad154d01f972e.jpg
14493361;Джесси;14493361;10.10.2017;10672;10890418;3034353;10962973;;
14493401;Кокс;14493401;04.03.2014;10672;10890412;3159113;10962973;;/upload/iblock/63e/63ed930c3cede275d796180e89f41fc1.JPG
14493621;Сонька;14493621;14.12.2017;10687;10890418;2458633;10963120;;/upload/iblock/4df/4dfc5941c8b7dd64881f823cf7c3ad08.jpg
14496473;Джеки ;14496473;30.07.2017;10687;10890412;2992169;10963114;;/upload/iblock/ec0/ec0766e7f7453928d012a1f16f8ed00b.jpg
14498741;Мия;14498741;06.01.2017;10687;10890418;2916549;10963309;;/upload/iblock/04b/04bb10264a959c62389db2d683e289ba.jpeg
14499605;Чарли;14499605;16.02.2016;10672;10890412;2112550;10962961;;/upload/iblock/eef/eef43b85f764339be9e9ba5e926b73d1.jpg
14499869;Милашка;14499869;31.05.2017;10666;10890418;3162565;10962922;;/upload/iblock/661/66189e0436e6fd448edfdf73797de2d9.jpg
14500125;Моня;14500125;08.08.2016;10672;10890412;1988126;10963036;;/upload/iblock/ec8/ec8ecd51320c11b789433bee2bfcc6b5.jpg
14500185;Семён;14500185;18.04.2017;10672;10890412;3162565;11142;Смешанное;/upload/iblock/19c/19cfb07f2a2eec5627fce452758c7945.jpg
14500397;Киви;14500397;28.09.2017;10666;10890412;3162565;10962937;;/upload/iblock/1a2/1a28cb8593eb8aceff56c726c0f1ad4a.jpg
14502145;Альма;14502145;05.02.2013;10687;10890418;2308843;10963231;;
14502257;барон;14502257;27.09.2017;10672;10890412;3041629;0;;
14503209;марта;14503209;07.08.2016;10687;10890418;1156680;11142;шпиц;/upload/iblock/5f4/5f45d059e5013de57948cf194aed142e.jpg
14503209;марта;14503209;07.08.2016;10687;10890418;1156680;11142;шпиц;/upload/iblock/e6f/e6f6c0bf903f828823e5a06846743a57.jpg
14503621;Гуччи;14503621;05.12.2017;10681;10890412;1156680;11142;черепаха земноводная;/upload/iblock/5df/5df7f198ed3f1f7030434c4381b44620.jpg
14504737;Барселона;14504737;;10672;10890418;299;10963048;;
14504905;Цезарь;14504905;28.09.2010;10687;10890412;206967;10963282;;
14505013;Клеопатра;14505013;17.10.2016;10687;10890418;206967;10963303;;
14506721;Кори;14506721;05.10.2017;10666;10890418;3163033;10962928;;/upload/iblock/316/316aeb3ef51a721e40fe7d755fdacb59.jpg
14506861;Дарик;14506861;14.03.2013;10687;10890412;3163065;10963207;;/upload/iblock/5f7/5f70d65ffd78e8d83d6aa7106c8f77eb.jpg
14507257;Ева ;14507257;24.01.2017;10672;10890418;2626619;10963048;;
14507721;Чаппи ;14507721;07.05.2015;10687;10890412;574799;10963282;;/upload/iblock/6d3/6d35d77a5373cbc67529056808499766.jpg
14508245;Изабелла;14508245;13.11.2016;10687;10890418;1457871;10963288;;
14508721;Амур;14508721;05.04.2017;10687;10890412;3163165;10963132;;/upload/iblock/d93/d93a8af06800569ed62d2aef21c2f2d7.jpg
14509397;Бас Лайтер;14509397;07.05.2014;10687;10890412;112211;10963162;;/upload/iblock/4dd/4dd8d8b3dbe0338a1e317dc56859823d.jpg
14509397;Бас Лайтер;14509397;07.05.2014;10687;10890412;112211;10963162;;/upload/iblock/2ea/2eaedf793b073fc2032a6fc41f3fb503.jpg
