XML_ID;NAME;ID;PROP_PET_BIRTHDAY;PROP_PET_CATEGORY;PROP_PET_SEX;PROP_USER_ID;PROP_PET_BREED;PROP_PET_BREED_OTHER;PROP_PET_PHOTO
19990474;Брейн;19990474;09.01.2018;10672;10890412;3767250;10963009;;/upload/iblock/9d7/9d71832a34f3d9d58d0d7baf67194a51.jpg
19990686;Эля;19990686;25.02.2018;10672;10890418;3101205;10962943;;
19991954;Маура ;19991954;28.10.2004;10672;10890418;2274629;10962973;;
19992038;Souls;19992038;05.01.2018;10672;10890412;3366385;10963039;;/upload/iblock/352/3527d7d7160cc8a59520a5d684153209.jpg
19992426;Спарта;19992426;20.02.2017;10687;10890412;2495843;10963114;;
19992618;Плюша;19992618;19.02.2018;10672;10890418;3718709;10962985;;/upload/iblock/c4f/c4fbad77cd3a6418a9ca7863c9f9d2ef.jpg
19992618;Плюша;19992618;19.02.2018;10672;10890418;3718709;10962985;;/upload/iblock/33d/33d2096da31710f72c121e07a54f3ac7.jpg
19992990;Элвис;19992990;14.10.2017;10672;10890412;3664041;10962985;;/upload/iblock/df2/df2ff13ea36c4eab6a3222add9ab1903.jpg
19993358;Марсел;19993358;06.02.2018;10672;10890412;3358913;12924409;;/upload/iblock/411/411feee024b3d7a753b93be810a6f316.jpg
19993358;Марсел;19993358;06.02.2018;10672;10890412;3358913;12924409;;/upload/iblock/81d/81dc84bf53486f59ca8461ecd71f502c.jpg
19993602;Степан;19993602;01.07.2005;10672;;3426549;;;/upload/iblock/93b/93b7a3df9cf6c65371f55ecbdc6ab816.jpg
19993714;Маруся и Дуся;19993714;01.02.2018;10666;10890418;3358913;10962925;;/upload/iblock/49c/49cdf60d9bf56154e4b746cb1680edb3.jpg
19993774;Чарли;19993774;24.04.2008;10687;10890412;3426549;;бедлингтон терьер;
19993866;жуля;19993866;01.04.2012;10687;10890418;3426549;;дворняжка;/upload/iblock/0ab/0abbd9f6b2b4542779e1e86f814fcfc0.jpg
19994942;Бонни ;19994942;28.03.2017;10687;10890418;1167003;10963114;;/upload/iblock/f7d/f7d72e850d656a096fa75c43e2117bde.jpg
19995066;Кайзер;19995066;15.12.2016;10687;10890412;398839;10963222;;/upload/iblock/684/6845433db8dbc0cc5bb18544e7e17082.jpg
19995830;Альма;19995830;31.12.2015;10687;10890418;2394309;10963150;;/upload/iblock/876/87669c388c37c56c58615367716f9e2b.jpg
19996810;Дуся;19996810;31.08.2010;10672;10890418;6705;10962994;;/upload/iblock/897/897aa275da187ee564a2ebb017716aea.jpg
19996834;Ничман;19996834;02.11.2017;10687;10890412;3029825;10963120;;/upload/iblock/4b7/4b7b1a05f65f396e9b491b126b706828.jpg
19997598;Чаровница;19997598;20.05.2011;10687;;2286307;10963237;;
19998402;Феникс;19998402;02.03.2018;10672;10890412;3769946;10962994;;/upload/iblock/2bc/2bcdbbbb021d3baf0b35ee9f007c2df4.jpg
19999574;мила;19999574;23.12.2017;10672;10890418;3789278;10962943;;/upload/iblock/29c/29ce3cd9fa19b6dcd37797989a7e0c01.JPG
20000706;Патрик;20000706;05.12.2016;10702;10890412;3789302;14944893;;/upload/iblock/e50/e5007a217b792024c0349b3a5a3604d4.jpg
20001078;дюшес;20001078;31.10.2015;10672;;265938;10963015;;/upload/iblock/b70/b70f32f27b4524683e474486b9350423.jpg
20001118;Локи ;20001118;;10687;10890412;2273453;10963246;;
20001682;Соломон;20001682;13.11.2017;10672;10890412;3789302;10963048;;/upload/iblock/cb2/cb23e9a251d543f687ae993e54a01e5e.jpg
20001682;Соломон;20001682;13.11.2017;10672;10890412;3789302;10963048;;/upload/iblock/afc/afc554b1896303cabb80b516c6d982ad.jpg
20002570;Мартин;20002570;09.07.2017;10672;10890412;2079785;10963048;;/upload/iblock/9bf/9bfd02c89b33c64c2b1e33aac18f8f11.jpg
20002650;Даша,Алмаз;20002650;;10693;;3726453;10963357;;/upload/iblock/51f/51f4e4e91499cb4e9272a61e3e6f0287.jpg
20002662;Рик;20002662;21.12.2017;10687;10890412;3599497;10963336;;/upload/iblock/50d/50dcab67acaa69a65000392f8a2cf80d.jpg
20003050;Ива;20003050;;10672;10890418;1162181;10962943;;
20005038;Пуша;20005038;23.10.2011;10687;10890418;2078951;10963249;;
20005170;Саня;20005170;30.08.2017;10672;10890418;2078951;10962994;;
20005234;Тотошка;20005234;01.09.2013;10702;10890412;2078951;14944905;;
20005278;Денчик;20005278;01.10.2013;10666;10890412;2078951;10962940;;
20016114;Яся;20016114;08.05.2017;10687;10890418;2146328;10963120;;
20017358;Кузьма;20017358;16.03.2017;10672;10890412;1845052;10962961;;/upload/iblock/57b/57bcc7125dc9a3b2459ef9b1cca94081.jpg
20017866;Бонифаций;20017866;29.11.2008;10687;10890412;3781062;;Чихуахуа;/upload/iblock/e87/e8780d302583c56a5af10b3a8e055173.jpg
20018086;Сьюзи;20018086;05.01.2018;10666;10890418;3781062;10962925;;/upload/iblock/b4c/b4c35dcdb046aa8600349aff5cdcd070.jpg
20018314;Челси;20018314;24.01.2018;10666;10890418;3781062;10962925;;/upload/iblock/4e0/4e07f96408acf8e9696e94a10c476d08.jpg
20018510;Шипа;20018510;01.07.2017;10681;10890418;3781062;;Красноухая черепаха;/upload/iblock/967/967c44baa12f368ef8b9a7801c97f458.jpg
20018546;Лиза;20018546;01.07.2017;10681;10890418;3781062;;Красноухая черепаха;
20019402;Бусинка;20019402;20.03.2009;10687;10890418;3773642;10963120;;
20019642;Лёва;20019642;05.01.2018;10687;10890412;3791434;10963237;;/upload/iblock/31d/31da6a73889616d19057b873ee16a069.jpg
20021054;Арнольд;20021054;01.03.2012;10687;10890412;3326245;10963282;;/upload/iblock/aea/aea987a9d87fe534157e005bee13f638.jpg
20021166;Николь;20021166;01.05.2010;10687;10890418;3326245;10963237;;/upload/iblock/87a/87a9721b7a5e563f1eafe811be314189.jpg
20021326;Анфиса;20021326;10.02.2014;10672;10890418;3326245;10962994;;/upload/iblock/896/896f684f1bae3fb80a4bb77074962cfe.jpg
20021370;Киса;20021370;08.03.2013;10672;10890418;3326245;10962994;;
20021670;Никки;20021670;12.12.2016;10687;10890412;1433103;10963309;;
20022110;Матильда ;20022110;10.09.2017;10672;10890418;3466697;10962994;;
20022262;Вегас;20022262;24.10.2014;10672;10890412;40597;10963015;;
20023442;Михалыч;20023442;22.03.2018;10702;10890412;3791694;14944893;;/upload/iblock/308/308c4ed5470f135ef2d204008d016a48.jpg
20023522;Марта;20023522;08.03.2015;10687;10890418;3791694;10963171;;/upload/iblock/3bc/3bc6f365791c7a2179d1c9d00abc115c.jpg
20027630;Фася;20027630;08.04.2016;10672;10890418;3791758;10963015;;/upload/iblock/6ff/6ff26c770bb3fac746af3836b88d0166.jpg
20027630;Фася;20027630;08.04.2016;10672;10890418;3791758;10963015;;/upload/iblock/b6a/b6ac16373ef0c115ee98b97182ef4095.jpg
20034482;воля;20034482;;10702;;3741482;14944893;;
20034950;Добби;20034950;15.08.2015;10687;10890412;3605149;11142;Пти брабансон;/upload/iblock/811/81186bc9f6dc3f4173e4c8af756111b9.jpg
20035174;Лиза;20035174;14.02.2015;10672;10890418;3791890;10963015;;/upload/iblock/4cb/4cb28675fc3f5909f18165e7f18a970c.jpg
20035346;Микаэль;20035346;05.03.2018;10687;10890412;3791882;;Кавалер Кинг Чарльз Спаниель;
20035578;Деля;20035578;16.12.2016;10672;10890418;3791882;10962943;;
20036286;Пушок;20036286;13.12.2017;10672;10890412;3420093;10962943;;/upload/iblock/cae/cae119d83d0a89cb618cd7f151a13fa4.jpg
20037306;Марсель;20037306;01.02.2017;10672;10890412;1845484;10962976;;/upload/iblock/8e2/8e27e6ec02535a5fafe9cce55cd83150.jpg
20037306;Марсель;20037306;01.02.2017;10672;10890412;1845484;10962976;;/upload/iblock/646/6462fd0f8b6e6491073249da7ad692bf.jpg
20037358;бублик;20037358;21.02.2018;10687;10890412;3792070;10963330;;/upload/iblock/f70/f70a04b4fc8673cac7a374b5e67f0680.jpg
20037570;Элис;20037570;01.02.2018;10672;10890418;534723;10962943;;/upload/iblock/af2/af2cccff54a27c794cc9a36b54d70ccd.jpg
20038710;Ричерд;20038710;25.11.2014;10687;10890412;3294421;;Цвергпинчер ;/upload/iblock/911/911033fe87b7144c63e5199af1b80d30.jpg
20038894;Куки;20038894;24.05.2017;10666;10890412;3294421;10962925;;
20039798;Паштет;20039798;15.08.2006;10672;10890412;3616757;10962994;;/upload/iblock/1a8/1a80bc93384000cc003200bf01ce8c37.jpg
20040290;Кнопка;20040290;14.07.2010;10687;10890418;179859;10963315;;/upload/iblock/e0e/e0e4e2f30e0165f41b5e54a5e83797b0.jpg
20040458;Рита;20040458;15.10.2015;10687;10890418;47397;10963120;;/upload/iblock/132/132f3de692450e78d122ccdbf00f1bd0.jpg
20040458;Рита;20040458;15.10.2015;10687;10890418;47397;10963120;;/upload/iblock/16f/16f6c95bdbad7246d7b47b6d76f5b9ee.jpg
20040494;Буренка;20040494;01.06.2013;10687;10890418;179859;10963315;;/upload/iblock/f9b/f9b9c5945bb64a0944a9eb74ad2c085f.jpg
20040494;Буренка;20040494;01.06.2013;10687;10890418;179859;10963315;;/upload/iblock/2f4/2f4ddb09e9dc87171c5d46f36141ce90.jpg
20040614;Мышка;20040614;24.03.2015;10687;10890418;179859;10963315;;/upload/iblock/d41/d410fbe737b3e12b2cd94f92b2689a92.jpg
20040754;леся;20040754;04.06.2017;10687;10890418;47397;10963120;;/upload/iblock/587/587d7a368427d4b3a99086ad3abc05be.jpg
20042034;Coco;20042034;25.02.2015;10672;10890412;3448145;10963051;;/upload/iblock/95a/95af7115e7b5bb847e60f0026896cccf.jpg
20042034;Coco;20042034;25.02.2015;10672;10890412;3448145;10963051;;/upload/iblock/fb7/fb7fa0132cfcd756c93bd4d115a92c03.jpg
20042330;Хуанитта;20042330;20.07.2012;10687;10890418;3183033;10963120;;/upload/iblock/6c6/6c68a8b6c68bcb53c433c895a3fcece3.jpg
20042630;Дора;20042630;05.05.2011;10687;10890418;143861;10963336;;/upload/iblock/197/197df6956ea8b8e41f85a54417ebbe0b.jpg
20042718;Макс;20042718;01.01.2018;10687;10890412;3546765;10963288;;/upload/iblock/a72/a72f5207f7de6dd0422a0fb5ef4eb5fe.jpg
20043298;Бася;20043298;19.12.2017;10681;10890412;3665721;10963084;;/upload/iblock/c33/c338860545a0f449855f3088f3bf418a.jpg
20043546;Кузя;20043546;13.02.2006;10672;10890412;143861;10962994;;/upload/iblock/369/369f1385c0c9f063d822c709cdba58f7.jpg
20043630;Рэй;20043630;;10687;10890412;2861273;10963153;;
20044566;Чарли;20044566;11.07.2011;10687;10890412;3762958;10963249;;/upload/iblock/22c/22cc7b330bbeb7e146c8835de0d82b54.jpg
20044722;Буля;20044722;20.06.2015;10687;10890418;3762958;10963276;;/upload/iblock/f2b/f2be12f892b8d16b07073d1ed385d573.jpg
20046370;маркиза & Кузина;20046370;09.11.2017;10666;10890418;3634605;10962928;;
20046882;Cersei Elsweyr;20046882;01.02.2017;10672;10890418;1875090;10962997;;/upload/iblock/f37/f37d1eb20f10ba9579e8ddfc83128e99.jpg
20046882;Cersei Elsweyr;20046882;01.02.2017;10672;10890418;1875090;10962997;;/upload/iblock/e65/e65134ffd6f65538aa1335d992bbacdf.jpg
20047434;Деймон;20047434;01.11.2012;10672;10890412;96668;10963051;;/upload/iblock/a0a/a0a0ef154af3d33042ddcb29a776bcbf.jpg
20047514;Карасик;20047514;08.03.2017;10702;10890412;96668;14944893;;/upload/iblock/d72/d722a614c8ab495acc5897989d53f321.jpg
20049626;Шейла;20049626;17.01.2018;10672;10890418;3719789;10963039;;/upload/iblock/30d/30d593399f56a8a352981f79179a1894.jpg
20049814;Тихон;20049814;08.03.2017;10672;10890412;1963546;10963012;;
20050250;Холли;20050250;01.04.2015;10687;10890418;1977706;10963309;;/upload/iblock/29b/29be781128da14b06827a6ff4831e217.jpg
20051630;горох;20051630;27.01.2017;10687;10890412;2204276;11142;Папийон;/upload/iblock/cf8/cf849a0751e65352b0252b197fc180e5.jpg
20051734;Витя ;20051734;25.03.2016;10672;10890412;2204276;10962970;;/upload/iblock/7d1/7d1152a05ae6bf576e56c6ecce008a40.jpg
20053138;Барсик;20053138;;10672;10890412;2599363;10962973;;
20053994;Кекс;20053994;10.05.2013;10672;10890412;380055;10963039;;/upload/iblock/f56/f567a67531d61672def5b52709cd0927.jpg
20057874;Джек;20057874;01.07.2010;10672;10890412;3794926;10962994;;/upload/iblock/542/5428afefb45194cd14de3a9b79a346ba.jpg
20057978;-;20057978;;10672;10890418;2216240;10962973;;
20059046;Ясмина;20059046;25.11.2017;10687;10890418;3455233;10963120;;
20059202;Ая;20059202;04.02.2016;10666;10890418;1742250;10962925;;/upload/iblock/34d/34d477528fef695d971c876fd694a776.jpg
20059946;Мартин;20059946;07.11.2016;10687;10890412;1502091;10963237;;/upload/iblock/7e2/7e203d8eed1a8e4b3002388e9c624222.jpg
20060002;Пряник;20060002;;10672;10890412;3795282;10963048;;
20060090;bonya ;20060090;19.10.2015;10687;10890418;1995378;10963120;;
20064446;Мышка;20064446;06.06.2017;10672;10890418;24090;10962973;;/upload/iblock/aae/aae63f62bbaac8d31894d349ec93ad21.jpg
20064646;Эллис;20064646;06.06.2014;10687;10890418;24090;10963117;;/upload/iblock/516/516ca28203936ecb170059f232c3831c.jpg
20064766;Персик;20064766;06.12.2016;10693;10890412;24090;10963357;;/upload/iblock/d1c/d1c799ade18e35c5c6e6ccb846385340.jpg
20065002;Ляля ;20065002;06.05.2017;10693;10890418;24090;10963357;;/upload/iblock/4c5/4c5ce79faf5821d261233c8367581831.jpg
20065322;Марс;20065322;02.12.2015;10687;10890412;278994;10963231;;
20066158;Алекс;20066158;20.05.2017;10672;10890412;583603;10962976;;/upload/iblock/78d/78de40e4a6a18ee594b7b4effccba809.jpg
20066502;Тошка;20066502;19.06.2016;10672;10890412;583603;;Обычный кот;/upload/iblock/2e3/2e33f03ebde5dd175257bf233df3e96e.jpg
20066746;Нюша;20066746;10.11.2015;10672;10890418;583603;10962976;;/upload/iblock/832/8324a11bc5b186b8e5432d7c744742f6.jpg
20067906;Чакки;20067906;;10693;10890412;3795906;10963357;;/upload/iblock/7b2/7b2c809f56eb863adb7e7605cceaea73.jpg
20073262;Найк;20073262;18.08.2017;10687;10890412;3378697;;американский булли;/upload/iblock/d84/d84c96fd9976a2f42b8c44a36d9b884e.jpg
20076494;Барсик;20076494;05.07.2017;10672;10890412;3797194;10962961;;/upload/iblock/f65/f65c3b479bc351c0281a20b9d7e1e400.jpg
20076614;Хома;20076614;10.02.2016;10666;10890418;3797194;10962937;;/upload/iblock/f0d/f0d356308a949f2bfc4e1015da7b1f8d.jpg
20077138;Муза;20077138;02.07.2015;10672;10890418;3797194;10962985;;/upload/iblock/715/71547588d2be1f412470fc3f432d4edd.jpg
20077270;Зефир;20077270;30.12.2015;10693;10890412;134556;10963357;;/upload/iblock/ca7/ca7c8b28aa2b75ccb94260c8bacfe8da.jpg
20077478;Боня;20077478;22.07.2016;10666;10890412;3797390;10962916;;/upload/iblock/c4b/c4b3f413d3ad92e6b3942c7b58cc9900.jpg
20077662;Ева;20077662;27.02.2018;10687;10890418;3797390;10963120;;
20077782;Перчинка;20077782;01.10.2017;10693;10890418;134556;10963357;;/upload/iblock/cad/cad883263a2460c8ac33fe992da32572.jpg
20089718;Лила;20089718;18.03.2017;10672;10890418;1929150;10962985;;
20090134;Тимофей;20090134;01.04.2017;10672;10890412;2276387;10962994;;
20090154;Глафира;20090154;01.04.2017;10672;10890418;2276387;10962994;;
20090694;Стефан;20090694;25.02.2016;10672;10890412;3785050;12924409;;/upload/iblock/7fe/7fe7f5689e8573992f3558384965cf08.jpg
20091358;Миа;20091358;18.03.2017;10687;10890418;1915110;10963303;;/upload/iblock/f2a/f2a22eedb6f6eb0db6cb23bcf4a0b6e6.jpg
20091614;Кнопка;20091614;04.04.2017;10672;10890418;3796362;11142;норвежская лесная;/upload/iblock/a61/a61e3ad9b9354cfe6b5d670fce89c65d.jpg
20093178;Тоша;20093178;14.06.2013;10672;10890412;117812;10962973;;
20093274;Софи;20093274;18.04.2015;10687;10890418;3797202;10963198;;/upload/iblock/1e6/1e685b7e38ea3959a271471e93bb16ab.jpg
20095774;Кеса ;20095774;05.02.2018;10672;10890418;3798166;10963036;;
20103758;Босс;20103758;01.08.2017;10672;10890412;3798230;10963036;;/upload/iblock/b05/b05e55a1cfc1e48e868f69e8f925edb3.jpg
20106558;Ола;20106558;17.02.2013;10687;10890418;2407167;10963309;;
20108102;Жозефина;20108102;25.05.2017;10672;10890418;2366759;10962943;;
20109254;Мигель;20109254;22.01.2016;10672;10890412;3798094;10962943;;/upload/iblock/d17/d17c67124afff2240a8fbff2f558695d.jpg
20109442;Мия;20109442;05.11.2017;10672;10890418;3798398;10962973;;/upload/iblock/bf1/bf1a7011ab42d5d7ee898744324e080b.jpg
20112154;Юкислав;20112154;20.01.2018;10687;10890412;3794818;11142;Дворянин;/upload/iblock/fd4/fd46d131e19f2d3c793d7659efc68703.jpg
20112638;Саня;20112638;07.07.2016;10672;10890412;3798654;10962943;;
20113202;Вася;20113202;25.05.2017;10672;10890412;3798674;10962973;;/upload/iblock/e70/e706be52a09852d2139612ff6c13ea06.jpg
20114078;Дана;20114078;15.07.2010;10687;10890418;3798442;10963270;;/upload/iblock/dad/dad42609c97e44b59c9f87dc9c4f5d54.jpg
20114186;Даша;20114186;15.04.2017;10687;10890418;3798442;;дворняжка;/upload/iblock/356/35632e461c3f1f530746dfa9c0116c91.jpg
20114314;Мурзик;20114314;10.04.2008;10672;10890412;3798442;10962943;;/upload/iblock/be6/be6f9ce6189540021ddafcc24cf20fe9.jpg
20114378;Бусинка;20114378;15.06.2015;10672;10890418;3798442;10962994;;/upload/iblock/3dd/3dd7f5988f14596bf80546f81554a412.jpg
20114870;Тихон ;20114870;02.04.2005;10672;10890412;3799050;10962973;;/upload/iblock/93f/93f8ce1396c43f6abc1a886b91428cf9.jpg
20115078;Неман;20115078;23.10.2016;10672;10890412;37945;10963015;;/upload/iblock/48a/48a307fe7159d5954056b9c5266952f6.jpg
20115426;Няша (Няфа,Няшуля,Няшка,Няшундель);20115426;30.08.2017;10687;10890418;2533055;10963282;;/upload/iblock/639/639681aaf0e73e4e181d3f0e98615ac1.jpg
20117022;Чара;20117022;04.11.2006;10687;10890418;244652;10963276;;/upload/iblock/081/081e7c50f75bba5c95ec9215245f23ca.jpg
20117082;Стеша ;20117082;05.05.2012;10672;10890418;244652;10962973;;
20117118;Персик;20117118;04.06.2007;10672;10890412;244652;10963036;;
20117158;"Кронос
";20117158;08.07.2016;10687;10890412;1425912;10963252;;/upload/iblock/c46/c4659cac38ec05386a35e71a74336391.jpg
20118250;Миша ;20118250;01.08.2014;10666;10890412;559654;10962940;;/upload/iblock/c08/c08a066ec66f95ef5cf078eb45c88a66.jpg
20118250;Миша ;20118250;01.08.2014;10666;10890412;559654;10962940;;/upload/iblock/5cc/5cc2e6f7a1d9df60525704b69e29730b.jpg
20118338;Василиса;20118338;26.12.2016;10672;10890418;237740;10963048;;
20118402;Валера ;20118402;01.10.2016;10666;10890412;559654;10962940;;/upload/iblock/bde/bde56918c52a9536580d1c948f395a58.jpg
20119142;Fenris White Star Siberian ;20119142;14.11.2015;10687;10890412;2917153;10963264;;/upload/iblock/d7a/d7aaf8356af424ccf7c33cb217b40749.jpg
20119218;Тигруля;20119218;03.06.2012;10672;10890418;2917153;10962994;;/upload/iblock/61f/61fe397e91730fa7ddf2376a271c989e.jpg
20119322;Феликс Прайм 9;20119322;14.10.2016;10672;10890412;2917153;10962943;;/upload/iblock/2dc/2dcd98df51650b8cdc5e7feb33a7a965.jpg
20119426;Капитан Улитка;20119426;06.04.2015;10681;;2917153;10963084;;/upload/iblock/b54/b54ba89773e3a266b1fd0678aa517c40.jpg
20120294;Касандра ;20120294;09.02.2016;10672;10890418;3799970;10963015;;
20120522;Хомушка;20120522;;10666;0;3395029;10962937;;
20120530;Мурзик ;20120530;26.08.2013;10672;10890412;3799970;10962973;;
20122834;хати;20122834;23.11.2015;10687;10890412;145280;10963138;;
20123254;Персей;20123254;09.10.2009;10672;10890412;3800490;;безпородистый кот;/upload/iblock/79f/79f009e9fc0e43041800d5dc769b9ec9.jpg
20123434;Заяц;20123434;20.04.2000;10672;10890412;3800490;;беспородистый кот;/upload/iblock/798/79823321c1b02c91cf75ee06c124437e.jpg
20123538;Сэнди;20123538;19.01.2013;10672;10890412;145280;10962946;;
20123654;Бася;20123654;20.11.2015;10672;10890418;145280;10963015;;
20123934;ЗЕВС;20123934;14.02.2018;10672;10890412;3800574;12924409;;
20124378;Персик;20124378;01.03.2018;10702;10890418;3800710;14944893;;
20124626;Ричард;20124626;12.04.2017;10687;10890412;2246647;10963117;;/upload/iblock/2b7/2b7373e411e2da9ea8a03360c105b4ff.jpg
20126574;Марсик ;20126574;07.12.2015;10672;10890412;3801134;10962943;;/upload/iblock/002/0026ee0ec0d6fa051f6668fd45774275.jpg
20127518;Мэджик ;20127518;;10687;10890412;3562441;10963120;;
20128354;Честер;20128354;06.03.2014;10687;10890412;2638675;10963270;;/upload/iblock/6ca/6ca6aca4c808bcfaa37d35e9d90cd686.jpg
20128354;Честер;20128354;06.03.2014;10687;10890412;2638675;10963270;;/upload/iblock/8dd/8ddf13ee8232c1b4c99be62f4eccf6e2.jpg
20129622;Плюша;20129622;15.09.2016;10687;10890418;1183338;10963258;;/upload/iblock/90f/90f5a69078b71c19643cad8ec9ba8674.jpg
20129690;Тай;20129690;23.10.2012;10687;10890412;51501;10963309;;
20131014;Бусинка ;20131014;15.04.2016;10672;10890418;1146977;10962973;;/upload/iblock/0f2/0f2a48083b6dc036b43458a8f0e1deb4.jpg
20131262;Тим;20131262;10.03.2015;10672;10890412;3489425;10962943;;/upload/iblock/bfe/bfeec6baefa431bd466050658b43e02a.jpg
20132510;Митя и Стеша ;20132510;26.04.2015;10687;10890418;94436;;нет;/upload/iblock/e19/e191419019b5aff8e64735017f4ba44c.jpg
20139034;Часка;20139034;19.05.2014;10687;10890418;3803190;10963309;;/upload/iblock/a2f/a2fa5bd2dfbcc0a12f9b7a45b48546df.jpg
20139414;Клава ;20139414;;10666;10890418;1628664;10962931;;
20140638;"Нели
";20140638;13.09.2017;10672;10890418;3246105;10962985;;
20142850;Марсик;20142850;06.01.2018;10672;10890412;1982126;10962997;;
20145086;Капа;20145086;01.06.2016;10672;10890418;1736060;10962973;;
20146134;Хантер ;20146134;29.10.2015;10672;10890412;3804418;10962973;;/upload/iblock/8e6/8e6aa519271863c0160a6898aaeb1812.jpg
20147746;Никсон ;20147746;21.05.2017;10672;10890412;3457733;10963015;;/upload/iblock/fd7/fd7e8d6c4b5035c04f388ca867cf63f6.jpg
20150074;Бублик;20150074;01.02.2018;10666;10890412;3804522;10962937;;
20153566;Бусинка;20153566;28.01.2018;10687;10890418;3619029;10963120;;/upload/iblock/684/684fb282c3c63fb5d9e896f65503c04b.jpg
20158542;Морис;20158542;14.12.2017;10672;10890412;3805602;10962985;;/upload/iblock/64f/64fc2dccc96b1692ef319347237ecd81.jpg
20158830;Митчел;20158830;27.12.2015;10687;10890412;3798546;10963237;;/upload/iblock/853/853d0588943c479c7a24307dbaee0efb.jpeg
20158902;Семён ;20158902;24.06.2011;10672;10890412;2056105;10963048;;/upload/iblock/9f5/9f55340f7a766bce6aef61577164c5ad.jpg
20159530;Шони;20159530;;10672;10890412;2909105;10962985;;
20160070;Котик ;20160070;01.08.2017;10666;10890412;2319487;10962928;;/upload/iblock/7b7/7b7706ce6aa83fcfba2fbec2fabb1faa.jpg
20160162;Снежное ухо ;20160162;01.08.2017;10666;10890412;2319487;10962928;;/upload/iblock/00f/00fcc718b40974e69b647921eb5a3f30.jpg
20160230;Дени;20160230;02.10.2013;10672;10890418;3256765;10962973;;
20166434;Мини;20166434;08.05.2015;10687;10890418;1340121;10963309;;/upload/iblock/96e/96e505ce9a4cd36093143e2303ba07fc.jpg
20166942;Мотя;20166942;22.02.2017;10672;10890412;1747142;10962973;;/upload/iblock/9c3/9c342096607051323e72f268010a6eac.jpg
20170874;гучи ;20170874;06.12.2007;10687;10890412;60005;10963120;;/upload/iblock/5ac/5ac17bd0f4e13d8f7be1b1d1399aec14.jpg
20170874;гучи ;20170874;06.12.2007;10687;10890412;60005;10963120;;/upload/iblock/98e/98efe48ea17729ae52013c569042cdf1.jpg
20173106;Версаль;20173106;13.11.2016;10687;10890412;3806026;10963192;;
20175490;Мультик;20175490;10.04.2014;10687;10890412;3799546;10963114;;/upload/iblock/d83/d839a0fc15927c655fd3f5fa16d82036.jpg
20175518;Чуча ;20175518;08.03.2017;10672;10890418;3799546;10962973;;/upload/iblock/3db/3db7f274895decbe43a842cb14216851.jpg
20175578;Лютик;20175578;27.08.2010;10687;10890412;3806106;10963288;;/upload/iblock/f32/f3242af429a54a812ffc7a9756ceb69f.jpg
20175642;Афонасий;20175642;25.04.2008;10687;10890412;3799854;10963282;;/upload/iblock/9fa/9faf17d210fe392abb6acd6f2c21b823.jpg
20175846;Масяня ;20175846;26.04.2016;10666;10890412;3806178;10962940;;
20175926;Дрынчик ;20175926;23.02.2018;10666;10890412;3806178;10962937;;/upload/iblock/4cc/4cc5c778f173990862757a704e0c2532.jpg
20175978;Белка;20175978;09.03.2018;10666;10890418;3806178;10962937;;
20179374;Марта;20179374;11.11.2011;10687;10890418;547242;10963339;;/upload/iblock/8e1/8e120627012f1a33d3d2a09d687e4e23.jpg
20180630;Малыши;20180630;;10693;10890412;594983;10963375;;
20181530;Дези ;20181530;25.09.2017;10687;10890418;2756230;10963120;;/upload/iblock/fb6/fb66d8225ad8b7377a4b5bcecc7b2b46.jpg
20181898;Теси;20181898;01.03.2012;10672;10890418;2756230;10962961;;/upload/iblock/744/7442fc2c413b60f92636c5b2d4386b8b.jpg
20183146;Гера;20183146;;10672;10890418;2521203;10962970;;
20183178;Майк;20183178;;10687;10890412;2521203;10963114;;
20183442;Гретта - Германика Мод;20183442;16.11.2014;10687;10890418;3805462;10963336;;/upload/iblock/c4a/c4a3e8f0b40f312ba1ba5c3a11ddcd21.jpg
20183934;Тим;20183934;12.10.2012;10672;10890412;3371693;10962973;;
20184510;Леона;20184510;04.05.2015;10687;10890418;176838;10963120;;/upload/iblock/df5/df5d4d405391bc132dd552aee798bcdf.jpg
20186382;Маркиз;20186382;;10672;10890412;3807566;0;;
20189450;Клементина;20189450;03.10.2017;10672;10890418;3663713;10963030;;/upload/iblock/c19/c195d7dabc572a13a2150ea756ee0fce.jpg
20190378;Рекс ;20190378;22.08.2017;10687;10890412;3807906;10963231;;/upload/iblock/7b5/7b59016a60b0f1678ab9455f5f8a31eb.jpg
20194954;Эрлен;20194954;20.04.2012;10687;10890412;3586933;10963231;;/upload/iblock/bcc/bccc942780229b1824891c88c39cd70b.jpg
20194974;Шаман;20194974;01.03.2008;10672;10890412;3808874;10962973;;/upload/iblock/e7d/e7de09a68e40d54612cb99d786eac48e.jpg
20195018;Пика;20195018;01.03.2008;10672;10890418;3808874;10962973;;/upload/iblock/dfc/dfcb4b521e30224016827cff373b6f6d.jpg
20195122;Фаня;20195122;01.10.2010;10672;10890418;3808874;10962973;;/upload/iblock/e24/e24b8080f9816896056cab3c31a11d1f.jpg
20195146;Катя;20195146;15.12.2010;10672;10890418;3586933;10962973;;/upload/iblock/1dd/1ddb24d3d5607a0bbd8b253d1ed00ea3.jpg
20195186;Хаммурапи;20195186;01.05.2011;10672;10890412;3808874;10962973;;/upload/iblock/7d0/7d0638c4f72824f6c3e31fdb1247c5e7.jpg
