name;country;address;address-add;phone;url;rubric-id;working-time;lat;lon;name,country,address,address-add,phone,url,rubric-id,working-time,lat,lon
Четыре Лапы;Россия;Коломна, ул. Астахова д. 11;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.065876092993;38.752608887828;
Четыре Лапы;Россия;Королёв, пр-т Космонавтов, д. 20А;Гелиос;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.914530968668;37.866754697097;
Четыре Лапы;Россия;Королёв, ул. Лесная, д. 14;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.93438642986;37.844414935597;
Четыре Лапы;Россия;Кострома, ул. Магистральная, д. 20;РИО;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;57.742628839451;40.918824915344;
Четыре Лапы;Россия;Кострома, ул. Индустриальная, д. 32;Авокадо;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;57.741378706868;41.005116489412;
Четыре Лапы;Россия;Красково, ул. К. Маркса, д. 28;Все для Дома;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.657915686077;37.987291981536;
Четыре Лапы;Россия;Красногорск, Павшинский б-р, д. 16;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.817546349379;37.36821716447;
Четыре Лапы;Россия;Красногорск, Волоколамское ш, д. 3, стр. 1;Карамель;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.818990446855;37.338895814818;
Четыре Лапы;Россия;Липецк, ул. Эдуарда Белана, д. 26, Липецк;Ашан;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;52.574758257405;39.522832689067;
Четыре Лапы;Россия;Липецк, ул. П. Смородина, д. 13А;Армада;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;52.588730665611;39.535593161377;
Четыре Лапы;Россия;Лобня, ул. Ленина, д. 2а;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 21:00;56.013357553653;37.48349903373;
Четыре Лапы;Россия;Лобня, ул. Ленина, д. 67;Катюшки;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.008499393297;37.449788246033;
Четыре Лапы;Россия;Луховицы, ул. Пушкина, д. 125;Кадо;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.966039242642;39.027478198477;
Четыре Лапы;Россия;Лыткарино, ул. Парковая, стр. 2;Весна;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.583902516465;37.912012703829;
Четыре Лапы;Россия;Люберцы, ул. Воинов–Интернационалистов, д. 3;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.696102967032;37.902122709449;
Четыре Лапы;Россия;Люберцы, Октябрьский пр-т, д. 368;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.662845417601;37.911625072103;
Четыре Лапы;Россия;Люберцы, ул. Смирновская, д. 17;Рембыттехника;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.679762601612;37.893489899568;
Четыре Лапы;Россия;Люберцы, Новорязанское ш., д. 7;Гренада;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.666248711008;37.87860481531;
Четыре Лапы;Россия;Люберцы, Октябрьский пр-т, д. 112;Выходной;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.685198199692;37.877501461391;
Четыре Лапы;Россия;Московский, ул. Хабарова, д. 2;Новомосковский;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.593375101783;37.350743155952;
Четыре Лапы;Россия;Мытищи, Шараповский пр-д, вл. 2;Красный Кит;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 23:00;55.916294810955;37.758967185771;
Четыре Лапы;Россия;Мытищи, ул. Семашко, д. 35;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.891978071306;37.726003128106;
Четыре Лапы;Россия;Мытищи, ул. Мира, д. 32/2;4DAILY;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.921179699448;37.719557194455;
Четыре Лапы;Россия;Мытищи, ул. Летная, 21/2;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.908843144188;37.721504074961;
Четыре Лапы;Россия;Нижний Новгород, ул. Бетанкура, д. 1;Седьмое небо;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.338317032182;43.955360137964;
Четыре Лапы;Россия;Нижний Новгород, ул. Коминтерна д. 115;Луч;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;56.348728530748;43.869456369397;
Четыре Лапы;Россия;Новомосковск, ул. Трудовые резервы, д. 33Б;Первый;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.015968133543;38.285967105488;
Четыре Лапы;Россия;Ногинск, ул. Соборная, д. 12;Остров;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.853244982436;38.442042364418;
Четыре Лапы;Россия;Ногинск, ул. Рогожская, д. 67;Олимп;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 21:00;55.857123935992;38.442701897973;
Четыре Лапы;Россия;Ногинск, ул. 3-го Интернационала, д. 72;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.85495393045;38.438063186508;
Четыре Лапы;Россия;Обнинск, пр-т К. Маркса, д. 45;Триумф - Плаза;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.116844971508;36.593301011341;
Четыре Лапы;Россия;Обнинск, пр-т К. Маркса, д. 114;12 месяцев;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.124496441393;36.614745466904;
Четыре Лапы;Россия;Одинцово, Вокзальная пл., д. 2;Андромеда;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.672654901033;37.28194766169;
Четыре Лапы;Россия;Одинцово, с. Юдино, д. 55Е;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 22:00;55.657467935498;37.182284143403;
Четыре Лапы;Россия;Одинцово, Можайское ш., д. 71;Дубрава;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.677899999994;37.281191682209;
Четыре Лапы;Россия;Одинцово, ул. Можайское ш., д. 112а;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.68513233527;37.302874549718;
Четыре Лапы;Россия;Орёл, Кромское ш., д. 4;Мега - Гринн;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;52.921590141425;36.010768255217;
Четыре Лапы;Россия;Орехово-Зуево, ул. Ленина, д. 49;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.799178089365;38.977190508872;
Четыре Лапы;Россия;Орехово-Зуево, ул.Ленина, д. 78;Орех;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.808942928569;38.991168294692;
Четыре Лапы;Россия;Павловский Посад, ул. Большая Покровская, д. 35;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.772152592255;38.653823956047;
Четыре Лапы;Россия;Подольск, ул. Ленинградская, д. 21;Западный;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.424214415541;37.49351242452;
Четыре Лапы;Россия;Подольск, ул. Большая Серпуховская, д. 14;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.425666593765;37.545606093254;
Четыре Лапы;Россия;Подольск, ул. Подольская, д. 2а;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.466006015766;37.546305542328;
Четыре Лапы;Россия;Пушкино, Красноармейское ш., вл. 105;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 22:00;56.013440811879;37.887915164469;
Четыре Лапы;Россия;Пушкино, ул. Чехова д. 1/3;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;56.008817237831;37.854241696272;
Четыре Лапы;Россия;Раменское, ул. Дергаевская, д. 34;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.58081522546;38.243714004019;
Четыре Лапы;Россия;Раменское, ул. Советская, д. 16;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.567400341805;38.228782211053;
Четыре Лапы;Россия;Раменское, Вокзальная пл., д. 4Б;Солнечный Рай;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.566475828751;38.224671795365;
Четыре Лапы;Россия;Реутов, Носовихинское ш., д. 45;Реутов - Парк;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.752186187454;37.887268457672;
Четыре Лапы;Россия;Реутов, Юбилейный проспект, д. 41;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.752026170608;37.873864034393;
Четыре Лапы;Россия;Рязань, с. Дядьково, д. 1;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 9:00 - 22:00;54.618838130997;39.79756278839;
Четыре Лапы;Россия;Рязань, Московское ш., д. 21;Премьер;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.634611747084;39.68864054586;
Четыре Лапы;Россия;Рязань, Московское ш., д. 65А;М5Молл;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.649026120192;39.633742200576;
Четыре Лапы;Россия;Рязань, Первомайский пр-т, д. 70, к. 1;Виктория;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.630488541531;39.710260046627;
Четыре Лапы;Россия;Сергиев Посад, Новоугличское ш., д. 85;Капитолий;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 9:00 - 22:00;56.330778475533;38.130146244202;
Четыре Лапы;Россия;Сергиев Посад, ул. Вознесенская, д. 32А;Счастливая семья;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.303684295519;38.133070157079;
Четыре Лапы;Россия;Серпухов, б-р 65 лет Победы, д. 4;METRO;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.943724462159;37.403300020286;
Четыре Лапы;Россия;Серпухов, Борисовское ш., д. 1;Корстон;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.91729797668;37.425539501765;
Четыре Лапы;Россия;Серпухов, ул. Ворошилова, д. 139;Лето;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00-21:00;54.924093782762;37.441596609795;
Четыре Лапы;Россия;Солнечногорск, ул. Красная, д. 22А;Солнечный;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.175473415256;36.998880341821;
Четыре Лапы;Россия;Ступино, пр-т Победы, д. 63А;Курс;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.886682082484;38.079248306885;
Четыре Лапы;Россия;Тверь, Октябрьский пр-т, д. 103;Торговый парк №1;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.815702941952;35.885126953373;
Четыре Лапы;Россия;Тверь, ул. Коминтерна, д. 20/1;Карусель;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;56.834851657056;35.89686785582;
Четыре Лапы;Россия;Томилино, Егорьевское ш., стр. 2;Томилино;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 9:00 - 21:00;55.659027874696;37.925963997089;
Четыре Лапы;Россия;Тула, ул. Советская, д. 47;Гостиный двор;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.191726752997;37.618728324081;
Четыре Лапы;Россия;Тула, с.Осиновая Гора, ул. А. Шипунова, д. 1А;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 22:00;54.1763221;37.6465396;
Четыре Лапы;Россия;Тула, ул. Пролетарская, д. 22А;РИО;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;54.199384135326;37.636932873016;
Четыре Лапы;Россия;Тула, ул. Пролетарская, д. 2;Макси;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;54.193451043281;37.63760370046;
Четыре Лапы;Россия;Тула, ул. Металлургов, д. 62А;Демидовский;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;54.19205473568;37.688592788361;
Четыре Лапы;Россия;Фрязино, ул. 60-летия СССР, д. 10;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.949248799456;38.059965688021;
Четыре Лапы;Россия;Химки, пр-т Мельникова, стр. 2Г;Новый дом;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.900202442078;37.407655159651;
Четыре Лапы;Россия;Чехов, Симферопольское ш., д. 1;Карусель;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.16152343002;37.468129423279;
Четыре Лапы;Россия;Чехов, ул. Московская, вл. 96;Карнавал;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.155576474192;37.463789766563;
Четыре Лапы;Россия;Щелково, Пролетарский пр-т, д. 7а;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.9173491692;37.995610381067;
Четыре Лапы;Россия;Щелково, Пролетарский пр-т, д. 18;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 9:00 - 22:00;55.929316190999;38.004617141896;
Четыре Лапы;Россия;Щелково, ул. Талсинская, д. 2;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.925599976244;37.996767093254;
Четыре Лапы;Россия;Щербинка, ул. Железнодорожная, д. 44;Акварель;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.499266346869;37.567913093031;
Четыре Лапы;Россия;Электросталь, ул. Победы, д. 6к1А;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.769251948856;38.438055068167;
Четыре Лапы;Россия;Электросталь, п. Случайный, м. 1, стр. 2;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 22:00;55.759398928395;38.432503734561;
Четыре Лапы;Россия;Электросталь, ул. К. Маркса, д. 30А;Центральный;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 21:00;55.797866550844;38.465461152928;
Четыре Лапы;Россия;Электросталь, пр-т Ленина, д. 0/10;Эльград;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;55.812721716507;38.43017039976;
Четыре Лапы;Россия;Электросталь, пр-т Ленина, д. 33/15;;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 21:00;55.791997086712;38.442369521318;
Четыре Лапы;Россия;Ярославль, Московский пр-т, д. 108;Шоколад;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;57.57652051716;39.843139493304;
Четыре Лапы;Россия;Ярославль, Тутаевское ш., д. 1;РИО;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 09:00 - 21:00;57.670157085475;39.837924138784;
Четыре Лапы;Россия;Ярославль, пос. Красный Бор, стр. 1;Глобус;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 9:00 - 22:00;57.640050232246;39.975833635582;
Четыре Лапы;Россия;Ярославль, ул. Победы, д. 41;Аура;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 22:00;57.627474701595;39.871673352531;
Четыре Лапы;Россия;Ярославль, Ленинградский пр-т, д. 49А;Космос;8 (800) 770-00-22;https://4lapy.ru;184107222, 184107214;ежедн. 10:00 - 20:00;57.679051755002;39.790620566132;
